"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","NOR","Norway","1999","1999",0.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","NOR","Norway","2000","2000",1.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","NOR","Norway","2001","2001",0.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","NOR","Norway","2002","2002",0.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","NOR","Norway","2003","2003",1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","NOR","Norway","2004","2004",0.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","NOR","Norway","2005","2005",0.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","NOR","Norway","2006","2006",1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","NOR","Norway","2007","2007",0.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","NOR","Norway","2008","2008",0.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","NOR","Norway","2009","2009",0.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","NOR","Norway","2010","2010",0.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","NOR","Norway","2011","2011",2.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","NOR","Norway","2012","2012",0.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","NOR","Norway","2013","2013",1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","NOR","Norway","2014","2014",0.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","NOR","Norway","2015","2015",0.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","NOR","Norway","2016","2016",0.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1960","1960",1.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1961","1961",1.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1962","1962",1.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1963","1963",1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1964","1964",1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1965","1965",0.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1966","1966",1.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1967","1967",1.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1968","1968",1.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1969","1969",1.2,"B","Break"
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1970","1970",1.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1971","1971",1.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1972","1972",1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1973","1973",1.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1974","1974",0.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1975","1975",1.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1976","1976",1.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1977","1977",1.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1978","1978",1.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1979","1979",1.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1983","1983",1.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1984","1984",2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1985","1985",1.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1986","1986",1.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1987","1987",1.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1988","1988",2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1989","1989",2.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1990","1990",3.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1991","1991",3.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1992","1992",3.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1993","1993",3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1994","1994",3.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1995","1995",3.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1996","1996",2.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","1999","1999",2.4,"B","Break"
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","2000","2000",2.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","2001","2001",1.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","2002","2002",1.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","2003","2003",1.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","2004","2004",1.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","2005","2005",1.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","2006","2006",1.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","2007","2007",1.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","2008","2008",1.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","2009","2009",1.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","2010","2010",0.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","2011","2011",1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","2012","2012",1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","2013","2013",1.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","2014","2014",0.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","2015","2015",0.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","2016","2016",0.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","2017","2017",0.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","2018","2018",0.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","POL","Poland","2019","2019",0.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1960","1960",1.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1961","1961",1.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1962","1962",1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1963","1963",1.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1964","1964",1.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1965","1965",1.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1966","1966",1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1967","1967",1.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1968","1968",1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1969","1969",1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1970","1970",1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1971","1971",1.4,"B","Break"
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1972","1972",0.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1973","1973",0.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1974","1974",1.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1975","1975",2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1976","1976",1.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1977","1977",1.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1978","1978",1.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1979","1979",1.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1980","1980",1.4,"B","Break"
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1981","1981",1.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1982","1982",1.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1983","1983",1.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1984","1984",1.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1985","1985",1.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1986","1986",1.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1987","1987",1.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1988","1988",1.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1989","1989",1.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1990","1990",1.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1991","1991",1.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1992","1992",1.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1993","1993",1.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1994","1994",1.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1995","1995",1.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1996","1996",1.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1997","1997",1.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1998","1998",1.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","1999","1999",1.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","2000","2000",0.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","2001","2001",1.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","2002","2002",1.7,"B","Break"
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","2003","2003",1.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","2007","2007",1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","2008","2008",1.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","2009","2009",1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","2010","2010",1.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","2011","2011",0.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","2012","2012",1.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","2013","2013",0.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","2014","2014",1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","2015","2015",1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","2016","2016",0.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","2017","2017",0.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","PRT","Portugal","2018","2018",0.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","1992","1992",2.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","1993","1993",2.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","1994","1994",2.4,"B","Break"
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","1995","1995",2.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","1996","1996",2.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","1997","1997",2.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","1998","1998",2.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","1999","1999",2.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","2000","2000",2.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","2001","2001",2.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","2002","2002",2.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","2003","2003",2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","2004","2004",1.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","2005","2005",1.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","2008","2008",1.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","2009","2009",1.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","2010","2010",1.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","2012","2012",1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","2013","2013",1.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","2014","2014",0.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","2016","2016",0.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","2017","2017",0.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","2018","2018",0.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SVK","Slovak Republic","2019","2019",0.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1960","1960",0.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1961","1961",0.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1962","1962",0.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1963","1963",0.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1964","1964",0.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1965","1965",0.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1966","1966",0.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1967","1967",0.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1968","1968",0.1,"B","Break"
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1969","1969",0.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1971","1971",0.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1972","1972",0.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1973","1973",0.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1974","1974",0.4,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1975","1975",0.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1976","1976",0.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1977","1977",0.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1978","1978",1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1979","1979",1.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1980","1980",1.1,"B","Break"
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1981","1981",0.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1982","1982",0.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1983","1983",1.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1984","1984",1.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1985","1985",1.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1986","1986",1.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1987","1987",1.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1988","1988",0.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1989","1989",0.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1990","1990",1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1991","1991",0.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1992","1992",0.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1993","1993",1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1994","1994",0.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1995","1995",0.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1996","1996",0.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1997","1997",0.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1998","1998",0.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","1999","1999",0.8,"B","Break"
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2000","2000",1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2001","2001",1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2002","2002",1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2003","2003",1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2004","2004",1.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2005","2005",0.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2006","2006",0.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2007","2007",0.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2008","2008",0.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2009","2009",0.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2010","2010",0.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2011","2011",0.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2012","2012",0.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2013","2013",0.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2014","2014",0.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2015","2015",0.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2016","2016",0.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2017","2017",0.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2018","2018",0.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2019","2019",0.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2020","2020",0.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","1960","1960",0.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","1961","1961",0.5,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","1962","1962",0.6,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","1963","1963",0.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","1964","1964",0.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","1965","1965",0.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","1966","1966",0.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","1967","1967",0.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","1968","1968",0.7,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","1969","1969",0.9,"B","Break"
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","1970","1970",0.8,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","1971","1971",0.9,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","1972","1972",1.1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","1973","1973",1,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","1974","1974",1.3,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","1975","1975",1.2,,
"CICDHOCD","Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","SWE","Sweden","1976","1976",1.3,,
